City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
248,Sayyan,YE,2021-06-06 02:06:59,15.1718,44.3244,60.71,25,2,0.47
249,Pervomayskoye,RU,2021-06-06 02:07:00,43.919,46.7102,63.75,79,98,4.65
250,Hohhot,CN,2021-06-06 02:07:00,40.8106,111.6522,79.09,19,40,10.6
251,Enshi,CN,2021-06-06 02:07:00,30.3,109.4833,80.33,60,69,0.81
252,Yakeshi,CN,2021-06-06 02:07:01,49.2833,120.7333,67.71,45,1,4.47
253,Laguna,US,2021-06-06 02:07:01,38.421,-121.4238,95.45,34,1,4.0
254,Collie,AU,2021-06-06 02:07:02,-33.3667,116.15,56.98,96,100,4.41
255,Mount Gambier,AU,2021-06-06 02:07:02,-37.8333,140.7667,60.71,88,90,16.11
256,Deputatskiy,RU,2021-06-06 02:04:57,69.3,139.9,37.96,67,90,12.77
257,Tshane,BW,2021-06-06 02:07:03,-24.0196,21.8684,44.64,61,0,10.87
258,Kismayo,SO,2021-06-06 02:05:30,-0.3582,42.5454,77.95,81,82,15.52
259,Codrington,AU,2021-06-06 02:05:00,-38.2667,141.9667,59.04,84,100,15.41
260,Buala,SB,2021-06-06 02:07:03,-8.145,159.5921,85.64,68,64,7.07
261,Kenai,US,2021-06-06 02:07:04,60.5544,-151.2583,69.03,47,1,14.97
262,Tiksi,RU,2021-06-06 02:06:10,71.6872,128.8694,42.85,59,84,6.49
263,Rexburg,US,2021-06-06 02:07:04,43.826,-111.7897,80.58,22,1,17.27
264,Maseru,LS,2021-06-06 02:07:04,-29.3167,27.4833,34.59,48,0,3.09
265,Bafoulabe,ML,2021-06-06 02:07:05,13.8065,-10.8321,93.7,24,7,3.29
266,Sechura,PE,2021-06-06 02:07:05,-5.5569,-80.8222,68.67,76,100,15.03
267,Rajgarh,IN,2021-06-06 02:07:06,28.6333,75.3833,90.41,40,4,10.11
268,Zlate Moravce,SK,2021-06-06 02:07:06,48.3855,18.4006,61.75,93,53,3.58
269,Madaoua,NE,2021-06-06 02:07:07,14.073,5.96,84.83,41,31,6.62
270,Formosa,AR,2021-06-06 02:05:29,-26.1775,-58.1781,73.29,62,100,6.02
271,Mercedes,AR,2021-06-06 02:07:07,-34.6515,-59.4307,51.84,69,0,7.47
272,Saldanha,ZA,2021-06-06 02:07:07,-33.0117,17.9442,63.86,36,39,15.37
273,Marsh Harbour,BS,2021-06-06 02:05:28,26.5412,-77.0636,78.8,83,29,16.26
274,Skeldon,GY,2021-06-06 02:07:08,5.8833,-57.1333,75.51,94,68,6.55
275,Esso,RU,2021-06-06 02:05:20,55.9333,158.7,43.54,93,100,7.29
276,Bantogon,PH,2021-06-06 02:07:08,6.5333,124.0333,81.25,70,82,5.59
277,Haines Junction,CA,2021-06-06 02:04:08,60.7522,-137.5108,56.84,51,95,4.54
278,Jumla,NP,2021-06-06 02:03:03,29.2747,82.1838,64.04,66,60,0.43
279,Abilene,US,2021-06-06 02:07:10,32.4487,-99.7331,79.29,73,1,1.01
280,Benguela,AO,2021-06-06 02:07:10,-12.5763,13.4055,72.19,79,74,2.42
281,Petropavlovsk-Kamchatskiy,RU,2021-06-06 02:03:54,53.0452,158.6483,41.59,93,90,15.1
282,West Wendover,US,2021-06-06 02:03:09,40.7391,-114.0733,87.06,11,7,23.33
283,Inverell,AU,2021-06-06 02:07:11,-29.7833,151.1167,63.66,52,0,4.0
284,Nuuk,GL,2021-06-06 02:07:11,64.1835,-51.7216,43.41,75,75,9.22
285,Alofi,NU,2021-06-06 02:04:13,-19.0595,-169.9187,75.83,63,53,15.57
286,Pacific Grove,US,2021-06-06 02:07:11,36.6177,-121.9166,77.25,82,90,5.01
287,Churapcha,RU,2021-06-06 02:07:12,62.0025,132.4325,72.5,48,100,10.67
288,Salym,RU,2021-06-06 02:07:12,60.0625,71.4789,61.63,73,90,8.55
289,Khomeyn,IR,2021-06-06 02:07:12,33.6423,50.0789,70.95,21,13,6.55
290,Kemijarvi,FI,2021-06-06 02:07:13,66.7131,27.4306,51.13,73,9,6.15
291,Tuatapere,NZ,2021-06-06 02:06:00,-46.1333,167.6833,49.82,73,35,0.72
292,San Carlos De Bariloche,AR,2021-06-06 02:06:41,-41.1456,-71.3082,33.55,80,75,3.27
293,Saint-Pierre,RE,2021-06-06 02:07:14,-21.3393,55.4781,72.57,94,75,4.61
